,ID,text,labels,target
1684,1983, ما أجمل التحول الرقمي الإلكتروني الذي يخدم الأفراد وخاصة في البنوك مثل الإطلاق الإلكتروني لأصدار بطاقة الصراف الآلي  والعديد من الخدمات الالكترونية التي سهلت وذللت كل الصعاب .....ميزة فريدة في التحول الرقمي  دمت فخرا يا وطني بين الأوطان URL,1,Digital Transformation
1464,1726,لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي ♥️. URL,0,Covid Vaccine
1023,1207,🔴مـن الخـ📬ـاص🇸🇦   السلام عليكم ورحمة الله وبركاته   لقاح فايزر في اي مركز تطعيم بالمدينه حالياً؟؟؟  #المدينة_المنورة,0,Covid Vaccine
2647,3102,واقعنا كنساء سعوديات حقق مراتب عالية في الكثير من المجالات، بل وحصلنا على الكثير من الحقوق مقارنة بنساء في دول أخرى سبقننا في حملات المناداة بالحقوق، وهذا لم يكن ليحدث لولا أن أصبحت رعاية و#تمكين_المرأة السعودية توجه دولة .. ,2,Women empowerment
3308,3889, هذا هو #تمكين_المرأه الذي يرعبهم ويخفيهم.. هم يريدونها ان تكون تبعا للرجل وتحت رحمته وسلطته.. وحكومتنا تريد أن تكون المرأة شريك في التنمية والازدهار  والأمن وتكون ذات ارادة واستقلالية عن الرجل وتمنح لها كافة حقوق المواطنة دون تمييز بسبب جنسها.,2,Women empowerment
3440,4050, للأسف الشائعات أضرت بكثير من المواطنين بالوقت الحالي .. لتأثرهم بالرسائل التي تتطرق الى تطعيم كورونا وأنه مضر .. بينما قد يتسبب في وفاة شخص مسن أو لديه مشكلة صحية لعدم أخذه التطعيم .. متأثراً بالشائعات التي ليس لها مصدر حقيقي !!,0,Covid Vaccine
1476,1739,التحول إلى التعليم الإلكتروني قد يكون نقطة تحول للطلاب من التراجع العلمي إلى تحمل المسؤولية والتعلم الذاتي الذي يقود إلى الإبداع التنافسي وريادة الأعمال /موضوع جدير بالدراسة,1,Digital Transformation
3163,3713, ولو مؤامره ليش جالسين يتنافسو ف تطعيم شعوبهم،،يعطو لقاح للدول الفقيره عشان يقل السكان😄,0,Covid Vaccine
241,295,الكثير من العروض الجميلة للشركات الناشئة في مؤتمر #LEAP22  رائع ان تقود المملكة مثل هذا التحول التقني في المنطقة وان نشاهد هذا الكم من العقول في مكان واحد 🙆🏻‍♂️💚 URL,1,Digital Transformation
3294,3874,"بالسعودية على مذكرة التفاهم بين منظمة السياحة العالمية ووزارة السياحة لإنشاء أكاديمية دولية بالتعاون مع المنظمة والموافقة على الترتيبات التنظيمية للأكاديمية.  وأضافت أنه في إطار مشروع مركز الصدارة ""centre stage"" جارٍ الإعداد والتنسيق لتنفيذ ورشة عمل تمكين المرأة ""المملكة الأردنية",2,Women empowerment
2291,2685," هناك خلط شديد بين حقوق المرأة التي كفلها الإسلام لها وبين "" تمكين المرأة"" الذي يقوم على الأفكار الإنسانية القابلة للخطأ والصواب. للأسف تم استغلال فكرة  "" تمكين المرأة"" لإشغالها عن مهمتها الأساسية واستخدامها كأداة للترويج والحط من كرامتها ",2,Women empowerment
779,925,""" تمكين المرأة هو حاجة ومطلب رئيسي سيغير في مجتمعاتنا الكثير ، نحو الأفضل ، لأن أمتنا بحاجة إلى مساهمات كل أبنائها من دون استثناء "". ",2,Women empowerment
3271,3848,متابعينى اللى ماخذين تطعيم لقاح كورونا بلوك,0,Covid Vaccine
1127,1330,من كان يقلل من قيمة التعلم الإلكتروني قبل سنوات ويشكك في مصداقية الشهادات التي يحصل عليها المتعلم من المواقع التعليمية والجامعات الافتراضية  هو مجبر اليوم على أن يعمل عن بعد ويتعلم عن بعد وينهي معاملاته الحكومية عن بعد.. . ولله الحمد دولة الامارات متقدمة جداً في التحول الذكي.. 👌🏻,1,Digital Transformation
1150,1356, انا عمري ماشفت تطعيم يعمله دعايه ثلاثه من روؤساء امريكا  مجتمعين بأعلان واحد  ولا أطباء اسنان وتخدير وتجميل وهضم وإعلاميين وسياسيين وممثلين ومطربيين وفاشنيستات زي تطعيم كورونا وبعدها لازم نصدق انه رعايه طبيه وليست دعايه🤔🤔🤔🤔🤔,0,Covid Vaccine
2719,3190, ما شاء الله عملية تنظيمية جداً رائعة التحول الإلكتروني مطلب مهم,1,Digital Transformation
1502,1771,#نساء_المستقبل | نبارك لسعادة الدكتورة #تهاني_الدسيماني  اختيار ورقتها العليمة ضمن 21 مشاركة بالمؤتمر الدولي للتعليم المفتوح | #نفخر_بك  #تمكين_المرأة ,2,Women empowerment
1773,2086, راضين والله يحطونه بالخاص ويتطعمون بفلوسهم عشان لانرهق ميزانيه الدوله بس طعموهم !؟؟؟ الوضع بالديره خطر الوباء منتشر....  #تطعيم_كورونا   #تجنيس_أبناء_الكويتيات,0,Covid Vaccine
1124,1326, بل هي اوامر للدول الإسلامية كما حصل عندنا في الأردن خصصوا كوتا للمرأة وقالوا هي فترة مؤقتة لتمكين المرأة من خوض هذا المضمار لكنهم لن يدعموا تمكين المرأة من القيام بواجباتها الفطرية,2,Women empowerment
3074,3606,أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,0,Covid Vaccine
24,31, التحول الالكتروني للمعاملات الحكومية يحتاج الى تجهيز كامل للعناصر اللوجستية .. هيئة بريد فعّالة  قرارات جريئة للتخلص من الاكشاك والطباعين  تفعيل العناوين المطابقة للسكن الفعلي على البطاقات المدنية  الخ. ولنا في مملكة البحرين خير مثل للتحول ا,1,Digital Transformation
2390,2804,  ستكون تكلفة عالية في مقابل لا مببيعات. في الحقيقة لماذا تضيعون الوقت في انعاش جثة!. الصحافة الورقية ماتت وشبعت موت. الخلاص في التحول التقني برؤى جديدة.,1,Digital Transformation
3336,3923,الولايات المتحدة الأمريكية كانت من أغنى دول العالم ولا زالت من عشرات السنين لكن معدل الخصوبة عندهم انخفض إلى 1.73 وهو أقل من معدل الاستبدال 2.1 تزامنا مع دعوات تمكين المرأة المتزايدة,2,Women empowerment
2247,2634, الكثير الكثيرمن العالم في مشارق الارض ومغاربها لايريدون تطعيم كورونا نرفضه والله المنجي من مصائبهم قرأت رابط يقول انه سيظهر فيروس اخر اكثرفتقاً فتق الله في من يصنع الفيروسات وينشرها ليكسب المليارات في ادويةوهمية وتطعيم,0,Covid Vaccine
3121,3663,  تمكين المرأة لا علاقة له بالحجاب   إنما في مجالات عديدة كانت سابقا محتكرة للرجل   اكيد دولتنا حكيمة لن تضعها في موضع لا يناسب طبيعتها كأمرأة .  وهذا ما حصل بالفعل الحمد لله  وكثيرا منهم ما زالت متمسكة بالحجاب الشرعي ..,2,Women empowerment
